,player_id,player_name,firstname,lastname,number,position,age,birth_date,birth_place,birth_country,nationality,height,weight,injured,rating,team_id,team_name,league,season,captain,shots.total,shots.on,goals.total,goals.conceded,goals.assists,passes.total,passes.key,passes.accuracy,tackles.total,tackles.blocks,tackles.interceptions,duels.total,duels.won,dribbles.attempts,dribbles.success,fouls.drawn,fouls.committed,cards.yellow,cards.yellowred,cards.red,penalty.won,penalty.commited,penalty.success,penalty.missed,penalty.saved,games.appearences,games.minutes_played,games.lineups,substitutes.in,substitutes.out,substitutes.bench
0,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,6.944444,47.0,Tottenham,Premier League,2019-2020,1,4,2,1,0,1,858,3,77,39,10,31,158,110,8,5,16,6,2,0,0,0,1,0,0,0,19,1545,18,1,3,7
1,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,7.000000,47.0,Tottenham,Premier League,2018-2019,1,15,2,1,0,0,1340,4,85,38,11,32,161,108,14,9,10,10,4,1,0,0,2,0,0,0,22,1915,22,0,3,1
2,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,7.236111,47.0,Tottenham,Premier League,2017-2018,0,24,4,0,0,0,2148,12,85,64,11,60,346,235,38,30,25,20,4,0,0,0,1,0,0,0,36,3205,36,0,2,0
3,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,7.321212,47.0,Tottenham,Premier League,2016-2017,1,14,4,0,0,0,1749,8,83,43,21,42,266,196,27,26,21,21,5,0,0,0,0,0,0,0,33,2897,33,0,3,0
4,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,7.103448,47.0,Tottenham,Premier League,2015-2016,0,11,2,0,0,0,1293,6,87,48,18,63,197,134,14,13,21,17,5,0,0,0,1,0,0,0,29,2595,29,0,1,0
5,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,47.0,Tottenham,Premier League,2014-2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,32,2810,31,1,0,3
6,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,47.0,Tottenham,Premier League,2013-2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,23,2004,23,0,1,0
7,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,47.0,Tottenham,Premier League,2012-2013,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,34,3060,34,0,0,4
8,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,194.0,Ajax,Eredivisie,2011-2012,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,31,2790,31,0,0,0
9,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,194.0,Ajax,Eredivisie,2010-2011,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,32,2880,32,0,0,0
10,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,194.0,Ajax,Eredivisie,2009-2010,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,32,2880,32,0,0,0
11,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,194.0,Ajax,Eredivisie,2008-2009,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,26,2130,23,3,3,0
12,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,194.0,Ajax,Eredivisie,2007-2008,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
13,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,417.0,Waalwijk,Eredivisie,2006-2007,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
14,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,194.0,Ajax,Eredivisie,2006-2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
15,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,47.0,Tottenham,League Cup,2019-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,6.925000,47.0,Tottenham,FA Cup,2019-2020,3,1,1,1,0,0,197,0,77,8,1,7,0,0,1,1,2,2,0,0,0,0,0,0,0,0,4,354,4,0,1,1
17,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,7.300000,47.0,Tottenham,League Cup,2018-2019,1,0,0,0,0,0,51,0,85,2,2,1,8,7,0,0,2,0,0,0,0,0,0,0,0,0,1,90,1,0,0,0
18,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,6.500000,47.0,Tottenham,FA Cup,2018-2019,1,0,0,0,0,0,39,0,88,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,46,1,0,1,0
19,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,7.475000,47.0,Tottenham,FA Cup,2017-2018,1,2,1,1,0,0,262,1,87,2,0,3,43,35,6,5,9,2,0,0,0,0,0,0,0,0,4,360,4,0,0,0
20,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,7.200000,47.0,Tottenham,League Cup,2017-2018,1,2,0,0,0,0,78,0,87,0,0,4,8,4,1,0,0,1,0,0,0,0,0,0,0,0,1,90,1,0,0,0
21,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,47.0,Tottenham,League Cup,2016-2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
22,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,7.433333,47.0,Tottenham,FA Cup,2016-2017,0,2,0,0,0,0,191,2,85,0,0,2,22,18,5,4,5,0,0,0,0,0,0,0,0,0,3,270,3,0,0,1
23,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,47.0,Tottenham,League Cup,2015-2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,47.0,Tottenham,FA Cup,2015-2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,47.0,Tottenham,League Cup,2014-2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,540,6,0,0,0
26,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,47.0,Tottenham,FA Cup,2014-2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,180,2,0,0,0
27,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,47.0,Tottenham,League Cup,2013-2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,210,2,0,0,0
28,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,47.0,Tottenham,League Cup,2012-2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,76,1,1,1,1
29,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,47.0,Tottenham,FA Cup,2012-2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,90,1,0,0,1
30,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,194.0,Ajax,KNVB Beker,2011-2012,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,270,3,0,0,0
31,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,194.0,Ajax,KNVB Beker,2010-2011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,554,6,0,2,0
32,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,194.0,Ajax,KNVB Beker,2009-2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,600,6,0,0,0
33,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,6.300000,47.0,Tottenham,UEFA Champions League,2019-2020,0,0,0,0,0,0,172,0,89,2,3,1,0,0,0,0,2,3,0,0,0,0,1,0,0,0,3,253,3,0,1,3
34,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,7.030000,47.0,Tottenham,UEFA Champions League,2018-2019,0,6,1,1,0,1,408,1,83,3,7,18,59,32,5,4,3,11,1,0,0,0,0,0,0,0,10,849,10,0,1,0
35,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,47.0,Tottenham,Club Friendlies,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,7.016666,47.0,Tottenham,UEFA Champions League,2017-2018,0,2,0,0,0,1,250,4,85,0,0,14,51,33,2,1,6,7,2,1,0,0,0,0,0,0,6,540,6,0,0,1
37,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,47.0,Tottenham,Club Friendlies,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,134,1,1,0,1
38,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,7.500000,47.0,Tottenham,UEFA Europa League,2016-2017,0,3,0,0,0,0,65,1,86,0,0,2,12,10,2,2,2,0,1,0,0,0,0,0,0,0,1,90,1,0,0,0
39,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,7.620000,47.0,Tottenham,UEFA Champions League,2016-2017,0,2,0,0,0,0,284,2,87,0,0,12,48,38,4,4,5,4,0,0,0,0,0,0,0,0,5,450,5,0,0,1
40,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,7.175000,47.0,Tottenham,UEFA Europa League,2015-2016,0,0,0,0,0,0,240,2,91,0,0,10,25,15,4,4,3,5,0,0,0,0,0,0,0,0,4,360,4,0,0,0
41,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,47.0,Tottenham,UEFA Europa League,2014-2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,615,7,0,1,0
42,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,47.0,Tottenham,UEFA Europa League,2013-2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,610,6,2,0,2
43,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,47.0,Tottenham,UEFA Europa League,2012-2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12,1110,12,0,0,0
44,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,194.0,Ajax,UEFA Europa League,2011-2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,180,2,0,0,0
45,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,194.0,Ajax,UEFA Champions League,2011-2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,540,6,0,0,0
46,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,194.0,Ajax,UEFA Champions League,2010-2011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,810,9,0,0,0
47,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,194.0,Ajax,UEFA Europa League,2010-2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,360,4,0,0,0
48,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,194.0,Ajax,UEFA Europa League,2009-2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,890,10,0,1,0
49,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,194.0,Ajax,UEFA Europa League,2008-2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,630,7,0,0,0
50,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,194.0,Ajax,UEFA Champions League,2007-2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,1,0,1
51,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,194.0,Ajax,UEFA Champions League,2006-2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0,1,0,1
52,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,7.262500,1.0,Belgium,EC Qualification,2020,0,4,0,0,0,0,647,5,91,7,2,8,20,15,5,3,6,7,0,0,0,0,0,0,0,0,8,720,8,0,0,0
53,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,1.0,Belgium,UEFA Nations League,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,1,0,0,0
54,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,7.320000,1.0,Belgium,WC Qualification Europe,2018,2,6,5,2,0,0,357,2,90,0,0,6,20,12,4,2,0,1,0,0,0,0,0,0,0,0,10,900,10,0,0,0
55,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,6.850000,1.0,Belgium,World Cup,2018,0,2,2,1,0,0,284,0,87,7,2,8,52,28,3,2,3,5,2,0,0,0,0,0,0,0,6,540,6,0,0,1
56,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,1.0,Belgium,Friendlies,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,441,5,0,1,0
57,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,1.0,Belgium,Friendlies,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,270,3,0,0,0
58,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,7.025000,1.0,Belgium,EC Qualification,2016,0,2,0,0,0,0,136,2,80,0,0,5,29,22,6,5,2,0,2,0,0,0,0,0,0,0,10,900,10,0,0,0
59,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,7.025000,1.0,Belgium,European Championship,2016,0,2,0,0,0,0,136,2,80,0,0,5,29,22,6,5,2,0,1,0,0,0,0,0,0,0,4,360,4,0,0,0
60,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,1.0,Belgium,Friendlies,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,450,5,0,0,0
61,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,1.0,Belgium,Friendlies,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,180,2,0,0,0
62,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,1.0,Belgium,WC Qualification Europe,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,828,9,1,0,1
63,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,1.0,Belgium,World Cup,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,449,4,1,0,1
64,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,1.0,Belgium,Friendlies,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,428,5,0,3,1
65,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,1.0,Belgium,Friendlies,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,360,4,0,0,0
66,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,1.0,Belgium,EC Qualification,2012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,766,9,0,1,1
67,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,1.0,Belgium,Friendlies,2012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,386,4,1,0,0
68,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,1.0,Belgium,Friendlies,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,180,2,0,0,0
69,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,1.0,Belgium,WC Qualification Europe,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,569,7,0,1,0
70,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,1.0,Belgium,Friendlies,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,316,4,0,1,0
71,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,1.0,Belgium,Friendlies,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,353,4,0,2,0
72,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,8183.0,Belgium U21,Olympics,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,540,6,0,0,0
73,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,1.0,Belgium,EC Qualification,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,394,4,2,0,3
74,170,J. Vertonghen,Jan,Vertonghen,,Defender,33,24/04/1987,Sint-Niklaas,Belgium,Belgium,189 cm,87 kg,,,1.0,Belgium,Friendlies,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,226,3,0,1,0
75,171,K. Walker-Peters,Kyle,Walker-Peters,,Defender,23,13/04/1997,London,England,England,173 cm,62 kg,,6.300000,41.0,Southampton,Premier League,2019-2020,0,0,0,0,0,0,19,0,54,2,0,1,10,7,3,3,1,0,0,0,0,0,0,0,0,0,1,73,1,0,1,2
76,171,K. Walker-Peters,Kyle,Walker-Peters,,Defender,23,13/04/1997,London,England,England,173 cm,62 kg,,6.300000,47.0,Tottenham,Premier League,2019-2020,0,0,0,0,0,0,19,0,54,2,0,1,10,7,3,3,1,0,0,0,0,0,0,0,0,0,3,242,3,0,1,2
77,171,K. Walker-Peters,Kyle,Walker-Peters,,Defender,23,13/04/1997,London,England,England,173 cm,62 kg,,7.100000,47.0,Tottenham,Premier League,2018-2019,0,2,0,0,0,3,156,7,82,7,1,4,48,29,11,9,10,4,1,0,0,0,0,0,0,0,6,374,4,2,0,19
78,171,K. Walker-Peters,Kyle,Walker-Peters,,Defender,23,13/04/1997,London,England,England,173 cm,62 kg,,6.966666,47.0,Tottenham,Premier League,2017-2018,0,0,0,0,0,2,80,3,80,5,0,3,31,15,8,4,4,1,0,0,0,0,0,0,0,0,3,188,2,1,0,12
79,171,K. Walker-Peters,Kyle,Walker-Peters,,Defender,23,13/04/1997,London,England,England,173 cm,62 kg,,,47.0,Tottenham,Premier League,2015-2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,171,K. Walker-Peters,Kyle,Walker-Peters,,Defender,23,13/04/1997,London,England,England,173 cm,62 kg,,7.500000,47.0,Tottenham,League Cup,2019-2020,0,1,0,0,0,0,40,2,90,0,0,0,0,0,2,1,4,2,0,0,0,0,0,0,0,0,1,90,1,0,0,0
81,171,K. Walker-Peters,Kyle,Walker-Peters,,Defender,23,13/04/1997,London,England,England,173 cm,62 kg,,7.200000,47.0,Tottenham,League Cup,2018-2019,0,0,0,0,0,0,35,0,89,4,1,0,9,6,0,0,0,2,0,0,0,0,0,0,0,0,1,90,1,0,0,4
82,171,K. Walker-Peters,Kyle,Walker-Peters,,Defender,23,13/04/1997,London,England,England,173 cm,62 kg,,6.500000,47.0,Tottenham,FA Cup,2018-2019,0,0,0,0,0,0,89,1,92,3,0,2,27,14,9,5,3,1,0,0,0,0,1,0,0,0,2,180,2,0,0,0
83,171,K. Walker-Peters,Kyle,Walker-Peters,,Defender,23,13/04/1997,London,England,England,173 cm,62 kg,,7.700000,47.0,Tottenham,League Cup,2017-2018,0,2,0,0,0,0,57,0,87,0,0,2,8,5,0,0,2,0,0,0,0,0,0,0,0,0,1,90,1,0,0,1
84,171,K. Walker-Peters,Kyle,Walker-Peters,,Defender,23,13/04/1997,London,England,England,173 cm,62 kg,,7.100000,47.0,Tottenham,FA Cup,2017-2018,0,5,1,1,0,0,74,3,84,0,0,2,17,8,3,1,3,0,0,0,0,0,0,0,0,0,4,148,2,2,1,3
